,SerialNumberContract,Qty,ContractNumber,SerialNumber,is_serialnum
64,"Device	Device Name	Area	Block	IP Address	Notes
 	 	 	 	 	 
Power Distribution Inc.  (PDI)	D1-RPP.UPS.A1-A140B-01	A140B	Block A	http://192.168.12.171
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1
Power Distribution Inc.  (PDI)	D1-RPP.UPS.A1-A150B-01	A150B	Block A	http://192.168.12.191
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1
Power Distribution Inc.  (PDI)	D1-PDU.UPS.A1-A140B.01	A140B	Block A	http://192.168.12.132
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-PDU.UPS.B1-A144B-01	A144B	Block A	http://192.168.12.131
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-RPP.UPS.B1-A144B-01	A144B	Block A	http://192.168.12.170
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1 & 2
Power Distribution Inc.  (PDI)	D1-RPP.UPS.B1-A150B-01	A150B	Block A	http://192.168.12.175
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1
Power Distribution Inc.  (PDI)	D1-PDU.UPS.C1-A150B-01	A150B	Block A	http://192.168.12.133
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-RPP.UPS.C1-A150B-01	A150B	Block A	http://192.168.12.172
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1 & 2
Power Distribution Inc.  (PDI)	D1-RPP.UPS.C1-A150B.02	A150B	Block A	http://192.168.12.192
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1
 	 	 	 	 	 
Power Distribution Inc.  (PDI)	D1-PDU.UPS.A2-B207.03	B207	Block B	http://192.168.12.137
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-PDU.UPS.B2-B207.02	B207	Block B	http://192.168.12.138
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-PDU.UPS.A2-B217.01	B217	Block B	http://192.168.12.134
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-PDU.UPS.A2-B217.02	B217	Block B	http://192.168.12.136
negative kWh  Volume
Power Distribution Inc.  (PDI)	D1-PDU.UPS.B2-B217.01	B217	Block B	http://192.168.12.135
negative kWh  Volume
 	 	 	 	 	 
Power Distribution Inc.  (PDI)	D1-RPP.UPS.A1-D142.01	D142	Block D	http://192.168.12.106
negative kWh  Volume , kw Power too high
Power Distribution Inc.  (PDI)	D1-RPP.UPS.A1-D142.02	D142	Block D	http://192.168.12.108
negative kWh  Volume , kw Power too high
Power Distribution Inc.  (PDI)	D1-RPP.UPS.B1-D142.01	D142	Block D	http://192.168.12.107
negative kWh  Volume , kw Power too high, 0v Voltage on Pnl 1 & 2
Power Distribution Inc.  (PDI)	D1-RPP.UPS.B1-D142.02	D142	Block D	http://192.168.12.109
negative kWh  Volume , kw Power too high
Power Distribution Inc.  (PDI)	D1-RPP.UPS.C1-D142.01	D142	Block D	http://192.168.12.189
negative kWh  Volume , kw Power too high
Power Distribution Inc.  (PDI)	D1-RPP.UPS.C1-D142.02	D142	Block D	http://192.168.12.190
negative kWh  Volume , kw Power too high
 	 	 	 	 ++ 	 
Power Distribution Inc.  (PDI)	D1-PDU.UPS.A2-C208.01	C208	Block C	http://192.168.12.230
kWh  Volume rollover @ 65,535 kWh (Desired Conditon)
Power Distribution Inc.  (PDI)	D1-PDU.UPS.A2-C208.02	C208	Block C	http://192.168.12.233
kWh  Volume rollover @ 65,535 kWh (Desired Conditon)
Power Distribution Inc.  (PDI)	D1-PDU.UPS.B2-C208.01	C208	Block C	http://192.168.12.231
kWh  Volume rollover @ 65,535 kWh (Desired Conditon)
Power Distribution Inc.  (PDI)	D1-PDU.UPS.B2-C208.02	C208	Block C	http://192.168.12.234
kWh  Volume rollover @ 65,535 kWh (Desired Conditon)
Power Distribution Inc.  (PDI)	D1-PDU.UPS.C2-C208.01	C208	Block C	http://192.168.12.232
kWh  Volume rollover @ 65,535 kWh (Desired Conditon)
Power Distribution Inc.  (PDI)	D1-PDU.UPS.C2-C208.02	C208	Block C	http://192.168.12.235
kWh  Volume rollover @ 65,535 kWh (Desired Conditon)",0,5004600000680KbAAI,"Device	Device Name	Area	Block	IP Address	Notes 	 	 	 	 	 Power Distribution Inc. (PDI)	D1-RPP.UPS.A1-A140B-01	A140B	Block A	http://192.168.12.171 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 Power Distribution Inc. (PDI)	D1-RPP.UPS.A1-A150B-01	A150B	Block A	http://192.168.12.191 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 Power Distribution Inc. (PDI)	D1-PDU.UPS.A1-A140B.01	A140B	Block A	http://192.168.12.132 negative kWh Volume Power Distribution Inc. (PDI)	D1-PDU.UPS.B1-A144B-01	A144B	Block A	http://192.168.12.131 negative kWh Volume Power Distribution Inc. (PDI)	D1-RPP.UPS.B1-A144B-01	A144B	Block A	http://192.168.12.170 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 & 2 Power Distribution Inc. (PDI)	D1-RPP.UPS.B1-A150B-01	A150B	Block A	http://192.168.12.175 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 Power Distribution Inc. (PDI)	D1-PDU.UPS.C1-A150B-01	A150B	Block A	http://192.168.12.133 negative kWh Volume Power Distribution Inc. (PDI)	D1-RPP.UPS.C1-A150B-01	A150B	Block A	http://192.168.12.172 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 & 2 Power Distribution Inc. (PDI)	D1-RPP.UPS.C1-A150B.02	A150B	Block A	http://192.168.12.192 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 	 	 	 	 	 Power Distribution Inc. (PDI)	D1-PDU.UPS.A2-B207.03	B207	Block B	http://192.168.12.137 negative kWh Volume Power Distribution Inc. (PDI)	D1-PDU.UPS.B2-B207.02	B207	Block B	http://192.168.12.138 negative kWh Volume Power Distribution Inc. (PDI)	D1-PDU.UPS.A2-B217.01	B217	Block B	http://192.168.12.134 negative kWh Volume Power Distribution Inc. (PDI)	D1-PDU.UPS.A2-B217.02	B217	Block B	http://192.168.12.136 negative kWh Volume Power Distribution Inc. (PDI)	D1-PDU.UPS.B2-B217.01	B217	Block B	http://192.168.12.135 negative kWh Volume 	 	 	 	 	 Power Distribution Inc. (PDI)	D1-RPP.UPS.A1-D142.01	D142	Block D	http://192.168.12.106 negative kWh Volume , kw Power too high Power Distribution Inc. (PDI)	D1-RPP.UPS.A1-D142.02	D142	Block D	http://192.168.12.108 negative kWh Volume , kw Power too high Power Distribution Inc. (PDI)	D1-RPP.UPS.B1-D142.01	D142	Block D	http://192.168.12.107 negative kWh Volume , kw Power too high, 0v Voltage on Pnl 1 & 2 Power Distribution Inc. (PDI)	D1-RPP.UPS.B1-D142.02	D142	Block D	http://192.168.12.109 negative kWh Volume , kw Power too high Power Distribution Inc. (PDI)	D1-RPP.UPS.C1-D142.01	D142	Block D	http://192.168.12.189 negative kWh Volume , kw Power too high Power Distribution Inc. (PDI)	D1-RPP.UPS.C1-D142.02	D142	Block D	http://192.168.12.190 negative kWh Volume , kw Power too high 	 	 	 	 ++ 	 Power Distribution Inc. (PDI)	D1-PDU.UPS.A2-C208.01	C208	Block C	http://192.168.12.230 kWh Volume rollover @ 65,535 kWh (Desired Conditon) Power Distribution Inc. (PDI)	D1-PDU.UPS.A2-C208.02	C208	Block C	http://192.168.12.233 kWh Volume rollover @ 65,535 kWh (Desired Conditon) Power Distribution Inc. (PDI)	D1-PDU.UPS.B2-C208.01	C208	Block C	http://192.168.12.231 kWh Volume rollover @ 65,535 kWh (Desired Conditon) Power Distribution Inc. (PDI)	D1-PDU.UPS.B2-C208.02	C208	Block C	http://192.168.12.234 kWh Volume rollover @ 65,535 kWh (Desired Conditon) Power Distribution Inc. (PDI)	D1-PDU.UPS.C2-C208.01	C208	Block C	http://192.168.12.232 kWh Volume rollover @ 65,535 kWh (Desired Conditon) Power Distribution Inc. (PDI)	D1-PDU.UPS.C2-C208.02	C208	Block C	http://192.168.12.235 kWh Volume rollover @ 65,535 kWh (Desired Conditon) ",True
65,"MRPP's are not all labelled the same as the other units, they are not even labelled uniformly on that one unit. Labels mixed between CB-.. AND CON.. (see pic). all other units as far as I have seen have been CB-1 etc. 
Also, we found that the camlock connection for L1 was spinning (see video) can you have your engineer address these items when onsite please 


stie 
Facebook - Ireland CLN1 
SlÌ Na Ch·irde, 
Portan, Clonee, 
Co Meath, D15 RY88 

contact 
Paul Browne (Facebook) 
+353867704335",0,500460000093C08AAE,"MRPP's are not all labelled the same as the other units, they are not even labelled uniformly on that one unit. Labels mixed between CB-.. AND CON.. (see pic). all other units as far as I have seen have been CB-1 etc. Also, we found that the camlock connection for L1 was spinning (see video) can you have your engineer address these items when onsite please stie Facebook - Ireland CLN1 SlÌ Na Ch·irde, Portan, Clonee, Co Meath, D15 RY88 contact Paul Browne (Facebook) +353867704335 ",True
66,PDU tripped the main breaker,0,50046000004NG7PAAW,PDU tripped the main breaker ,True
67,"assist with start up

site
Upsistemas
Columbia",0,50046000003iyYuAAI,assist with start up site Upsistemas Columbia ,True
68,"Scope:
 To inspect and repair (1) STS with SAS alarm; William Gorelle with Critical Power will be with you too for training purposes. you can give him an overview of the unit while you are there with him; summery alarm from STS1A2-6 this morning (SAS alarm)",0,50046000003iz9mAAA,Scope: To inspect and repair (1) STS with SAS alarm; William Gorelle with Critical Power will be with you too for training purposes. you can give him an overview of the unit while you are there with him; summery alarm from STS1A2-6 this morning (SAS alarm) ,True
69,"customer received the display and installed it.  However, display was not working properly.  
We had a technician troubleshoot over the phone.  it was decided to send a replacement display

site
Upsistemas
Brazil",0,5004600000A2GHqAAN,"customer received the display and installed it. However, display was not working properly. We had a technician troubleshoot over the phone. it was decided to send a replacement display site Upsistemas Brazil ",True
70,"site has ï	ìSAS TX 1 DOWNî Alarm on STS 205 
ï	ìSAS TX 1 DOWNî Alarm on STS 209

we also need to replace grid connects in 33 STS.",0,50046000006YjS7AAK,site has ï	ìSAS TX 1 DOWNî Alarm on STS 205 ï	ìSAS TX 1 DOWNî Alarm on STS 209 we also need to replace grid connects in 33 STS. ,True
71,SAS TX 3 Alarm,0,50046000006ZIU8AAO,SAS TX 3 Alarm ,True
72,Units were recently upgraded from M2 to monochrome M4G. After upgrade they began to experience intermittent low voltage alarms. the site also inquired why they didnt receive an audible alarm when these issues occurred.,0,50046000006aEX1AAM,Units were recently upgraded from M2 to monochrome M4G. After upgrade they began to experience intermittent low voltage alarms. the site also inquired why they didnt receive an audible alarm when these issues occurred. ,True
73,PM only on STS',0,50046000006ZlCtAAK,PM only on STS' ,True
74,"Scope:
To perform SU on (12) RPPs; 180-2364-1-12; SO 24196",0,50046000000rCOIAA2,Scope: To perform SU on (12) RPPs; 180-2364-1-12; SO 24196 ,True
75,"Each PDU has 4 devices:
It looks like the mechanical distribution kilowatt hours readings are nonvolatile memory. But Panel Board 1&2 are volatile memory if power is switched off you loss the data? Can you please confirm?",0,50046000000rCOFAA2,Each PDU has 4 devices: It looks like the mechanical distribution kilowatt hours readings are nonvolatile memory. But Panel Board 1&2 are volatile memory if power is switched off you loss the data? Can you please confirm? ,True
76,#NAME?,0,50046000000rCN9AAM,#NAME? ,True
77,(40) Replacement Masts requested - See attached for details.,0,50046000000rCN6AAM,(40) Replacement Masts requested - See attached for details. ,True
78,"Scope:
Remove 600A breaker and replace with 225A GE
panel board with main breaker and complete; 110-4592-6
installation of GE panel assembly on (1) PDU;
SO27191",0,50046000000rCLQAA2,Scope: Remove 600A breaker and replace with 225A GE panel board with main breaker and complete; 110-4592-6 installation of GE panel assembly on (1) PDU; SO27191 ,True
79,Customer request software change to BCMS settings,0,50046000000rCMzAAM,Customer request software change to BCMS settings ,True
80,"Inverter repairs

Site:
James Valley Telecommunications
206 East 2nd Ave
Groton, SD  57445

contact:
Jay Waage
605-397-1116

Arrive on site 10/7 @ 11:30pm
Work to begin 10/8 - 12:00am - 6:00am.  Return on Tues night to make sure repairs worked 10/8 11:30pm",0,50046000000rCMxAAM,"Inverter repairs Site: James Valley Telecommunications 206 East 2nd Ave Groton, SD 57445 contact: Jay Waage 605-397-1116 Arrive on site 10/7 @ 11:30pm Work to begin 10/8 - 12:00am - 6:00am. Return on Tues night to make sure repairs worked 10/8 11:30pm ",True
81,"Training on STS. Two sessions: 8:00am and Rev NS 
6:00pm 
Site 
Verizon / Terremark 
3000 Corvin Dr ( check in site) 
2970 Corvin Dr (site for training) 
Santa Clara, CA",0,50046000000rCMwAAM,"Training on STS. Two sessions: 8:00am and Rev NS 6:00pm Site Verizon / Terremark 3000 Corvin Dr ( check in site) 2970 Corvin Dr (site for training) Santa Clara, CA ",True
82,"Onyx Inverter output wiring melted down.

Site:
James Valley Telecommunication
206 East 2nd Ave
Groton, SD  57445

Contact: Jay Waage

605-397-1116
605-397-7116 cell

Work to be performed on 9/5/13 @ 8:00am",0,50046000000rCMvAAM,"Onyx Inverter output wiring melted down. Site: James Valley Telecommunication 206 East 2nd Ave Groton, SD 57445 Contact: Jay Waage 605-397-1116 605-397-7116 cell Work to be performed on 9/5/13 @ 8:00am ",True
83,"replace S1S2DCP board, serial # 442-0069

Site:
Digital Realty
Santa Clara, CA

Work to be performed on 8/8 @ 9:00am",0,50046000000rCMtAAM,"replace S1S2DCP board, serial # 442-0069 Site: Digital Realty Santa Clara, CA Work to be performed on 8/8 @ 9:00am ",True
84,"Unit was delivered and the display had shifted.  Put display back in place if possible.  

Site:
Cyrus One
9999 Westover Hills Blvd
San Antonio, TX  78251

Contact:
Benito Rodriques
210-365-6437
Work to be performed on 6/14/13",0,50046000000rCMsAAM,"Unit was delivered and the display had shifted. Put display back in place if possible. Site: Cyrus One 9999 Westover Hills Blvd San Antonio, TX 78251 Contact: Benito Rodriques 210-365-6437 Work to be performed on 6/14/13 ",True
85,"Alarm Testing MOP requesting:
Testing Needed for 3/18 & 3/19",0,50046000000rCMrAAM,Alarm Testing MOP requesting: Testing Needed for 3/18 & 3/19 ,True
86,"Formal request for additional breakers at JOC

MCDean is demanding we send them 500 more branch breakers as the drawings showed these on the PDUs.  I went to the site and did a breaker count with them.  What was shipped on the PDUs, MCDeans count, the factory order form, and the drawing set printed on site were all different.  Dave Gensonís quote did not specify what breakers go on what PDU, I believe I was missing some of the drawings when I did the order form with Mike Vankay.  

Square D and MC Dean say the breakers were part of the PDU package.  I am positive we did not take in account the breakers at the start of the job.  I should have caught this when we got the change order for the 22kAIC breakers but I did not have those drawings.  

Part Number: (64) BCB06441 $9.91 each total $634
Part Number: (467) BCB06439 $5.43 each total $2,535",0,50046000000rCLBAA2,"Formal request for additional breakers at JOC MCDean is demanding we send them 500 more branch breakers as the drawings showed these on the PDUs. I went to the site and did a breaker count with them. What was shipped on the PDUs, MCDeans count, the factory order form, and the drawing set printed on site were all different. Dave Gensonís quote did not specify what breakers go on what PDU, I believe I was missing some of the drawings when I did the order form with Mike Vankay. Square D and MC Dean say the breakers were part of the PDU package. I am positive we did not take in account the breakers at the start of the job. I should have caught this when we got the change order for the 22kAIC breakers but I did not have those drawings. Part Number: (64) BCB06441 $9.91 each total $634 Part Number: (467) BCB06439 $5.43 each total $2,535 ",True
87,"Scope:
1) On 15 of the RPP the number identification of the breakers are no inline. Take a picture of the misalignment and send findings back to us for review
 
2) One RPP canít read the voltage Need to inspect this further and see whats going on
 
4) Communication problem when we restart an RPP, we lose the lecture of the voltage and we have to un hook the network cable to re establish the communication ( You also try during your last visit to trouble shoot this issue and again n news from you since ) Need to inspect this further and see whats going on

Site address:
Bell Canada
6207 rue Vanden Abeele
Ville St-Laurent, QC H4S 1S1

Site Contact:
Didier Doremy Laferriere, ing.Jr
514-870-5186 (o)
514-602-7456 (c)",0,50046000000rCL5AAM,"Scope: 1) On 15 of the RPP the number identification of the breakers are no inline. Take a picture of the misalignment and send findings back to us for review 2) One RPP canít read the voltage Need to inspect this further and see whats going on 4) Communication problem when we restart an RPP, we lose the lecture of the voltage and we have to un hook the network cable to re establish the communication ( You also try during your last visit to trouble shoot this issue and again n news from you since ) Need to inspect this further and see whats going on Site address: Bell Canada 6207 rue Vanden Abeele Ville St-Laurent, QC H4S 1S1 Site Contact: Didier Doremy Laferriere, ing.Jr 514-870-5186 (o) 514-602-7456 (c) ",True
88,"replace STS-2B graphics monitor with new firmware. 

site 
GPX Mumbai",0,50046000005k6uaAAA,replace STS-2B graphics monitor with new firmware. site GPX Mumbai ,True
89,"It seems we have a dissatisfied customer. Steef Wolterink. from Contour for HP
We have Manufactured 100 TOB different from previous order!

The previous order for the Tap Off Boxes were manufactured in the UK under Mardix.
Questions we need to respond too:

1,	The TOB's are boxes different in size dimension. (How is this possible to have two different size manufactured TOB's)?
2,	The Cable type. (The cable type isn't a problem as long as it complies to IEE regulations) please advise?
3,	Cable Gland. (The cable gland isn't a problem as long as it is holding the cable in place. Looking at the video clip it does not seem to be working correctly) please advise?
4,	MCB Breaker type? Before Schneider Now ETON. I don't think this is an issue as long as it is HP compliant) Please advise?
5,          TOB's. are non-compliant with EU IEE regulations.
The EU IEE cable regulations are:
L1	Brown
L2	Black
L3	Gray",0,50046000000rC5NAAU,"It seems we have a dissatisfied customer. Steef Wolterink. from Contour for HP We have Manufactured 100 TOB different from previous order! The previous order for the Tap Off Boxes were manufactured in the UK under Mardix. Questions we need to respond too: 1,	The TOB's are boxes different in size dimension. (How is this possible to have two different size manufactured TOB's)? 2,	The Cable type. (The cable type isn't a problem as long as it complies to IEE regulations) please advise? 3,	Cable Gland. (The cable gland isn't a problem as long as it is holding the cable in place. Looking at the video clip it does not seem to be working correctly) please advise? 4,	MCB Breaker type? Before Schneider Now ETON. I don't think this is an issue as long as it is HP compliant) Please advise? 5, TOB's. are non-compliant with EU IEE regulations. The EU IEE cable regulations are: L1	Brown L2	Black L3	Gray ",True
